region,year,site-name,permit,status,latitude,longitude,operator,activities,accepts,tonnes-input,tonnes-treated-recovered,tonnes-output
Midlothian,2019,5 Sheriffhall Mains Farm Cottage,WML/L/1143577,Not operational,55.90632356266175,-3.086238356042652,ROBIN GRAY,Transfer station,Industrial,0,0,0
South Lanarkshire,2019,"AL Skips TS, 7 Somervell St, Cambuslang",WML/W/0000128,Not operational,55.82162819659675,-4.172719249172806,AL SKIPS,Transfer station,Commercial / Household / Industrial,0,0,0
Orkney Islands,2019,"Scottish Water Yard, Kirkwall, Orkney",WML/L/1147912,Not operational,58.99063197641485,-2.97057091633564,SCOTTISH WATER,Transfer station,Industrial / Special asbestos,0,0,0
Moray,2019,"Newtyle Landfill Site, Forres",WML/N/0050038,Not operational,57.57778463400898,-3.583311769661003,MORAY COUNCIL,Landfill (not operational),Commercial / Household / Industrial,0,0,0
West Lothian,2019,"Unit 9, Greendykes Ind Est, Broxburn",WML/E/0220034,Not operational,55.94018546506967,-3.4714316662358415,MARC CONTAINERS LTD,Transfer station,Commercial / Household / Industrial,0,0,0
South Ayrshire,2019,"S Ayr Council, Walker Rd Fridge TS Extn, Ayr",WML/W/0022015,Not operational,55.4722503929979,-4.612645302129024,SOUTH AYRSHIRE COUNCIL,Transfer station,Commercial / Household / Industrial,0,0,0
Fife,2019,"T Muir (Haulage), Balbie Farm L/F, Kirkcaldy",WML/E/0000260,Not operational,56.08871332385735,-3.235980017543151,THOMAS MUIR (HAULAGE) LIMITED,Landfill (not operational),Commercial,0,0,0
North Lanarkshire,2019,"Brady Transport Ltd, Garrell Rd TS, Kilsyth",WML/W/0220283,Not operational,55.974104708506765,-4.0634814859759585,BRADY TRANSPORT LTD,Transfer station,Commercial / Household / Industrial,0,0,0
Perth and Kinross,2019,"Mrs GS Carter Auchingarrich PC, Comrie",WML/E/0020188,Not operational,56.35293360736259,-3.9726464354719053,JOHN SCOTT HOTELS LTD,Pet cemetery,Household,0,0,0
Highland,2019,"HC Melvich LFS, Melvich, Sutherland",WML/N/0050060,Not operational,58.55453834834061,-3.949199370967492,THE HIGHLAND COUNCIL,Landfill (not operational),Household,0,0,0
South Lanarkshire,2019,"Blyth Bros ELV, Whiteshaw Foundry, Carluke",WML/W/0000154,Not operational,55.73825034698555,-3.857783455697041,BLYTH BROTHERS & CO,Metal recycler,Commercial / Household / Industrial,0,0,0
Outer Hebrides,2019,"Arnish Point Waste Transfer Station, Lewis",WML/L/1109240,Not operational,58.18666928693764,-6.378278605138707,HIGHLANDS & ISLANDS ENTERPRISE,Transfer station,Industrial,0,0,0
Aberdeenshire,2019,"Lower Tyacksnook, Lonmay, Fraserburgh",WML/N/0020123,Not operational,57.62592602025507,-1.9437025787760676,OOSTERHOF & CO,Landfill (not operational),Industrial / Inert,0,0,0
Highland,2019,"Kishorn Port Ltd, Kishorn Base/Yard, Kishorn",WML/L/1175043,Not operational,57.39416976826522,-5.63908017057659,KISHORN PORT LIMITED,Other treatment,Commercial,0,0,0
South Lanarkshire,2019,"Auchentibber Landfill, East Kilbride",WML/W/0000132,Not operational,55.75754227046253,-4.11441579639085,PRIVATE CONTACT,Landfill (not operational),Commercial / Industrial,0,0,0
Angus,2019,"J R Morgan,Anniston Brickworks LF,Inverkeilor",WML/E/0000221,Not operational,56.62380655586264,-2.5471272097731332,W J & R MORGAN,Landfill (not operational),Household,0,0,0
Dundee City,2019,"Healthcare Environmental Services, Dundee",PPC/A/1033633,Not operational,56.475396964844656,-3.0557088997679167,HEALTHCARE ENVIRONMENTAL SERVICES LTD,Other treatment,Commercial / Household / Industrial / Other special,0,0,0
Fife,2019,"Gordon AutoSalvage ELV,Burnside Yd,Kinglassie",WML/E/0220161,Not operational,56.17171701537362,-3.232701415655317,GORDON AUTOSALVAGE,Metal recycler,Commercial,0,0,0
Fife,2019,Alex Robertson & Son Hayfield Place Kirkcaldy,WML/E/0000272,Not operational,56.12778967577543,-3.1662925581478887,ALEX ROBERTSON & SON,Transfer station,Commercial / Industrial,0,0,0
West Dunbartonshire,2019,"Arnott Young Ltd, Rothesay Dock, Clydebank",WML/W/0000014,Not operational,55.89170306221479,-4.396812970426382,ARNOTT YOUNG LTD,Metal recycler,Commercial,0,0,0
Scottish Borders,2019,"Yard B, Spylaw Road, Kelso",WML/E/0000135,Not operational,55.59083946007591,-2.4302842923568595,COLIN A MILLAR MILLARS SKIP HIRE,Metal recycler,Household,0,0,0
Perth and Kinross,2019,"D J Laing (Con) Ltd, Gallowflats LF, Errol",WML/E/0000303,Not operational,56.37344077478426,-3.2768243668074817,D J LAING (CONTRACTS) LIMITED,Landfill (not operational),Commercial / Household / Industrial / Inert,0,0,0
Argyll and Bute,2019,"Dalinlongart LFS, Sandbank, Dunoon",WML/W/0020039,Not operational,55.99386941211709,-4.9806233054472075,SHANKS ARGYLL & BUTE LIMITED,Landfill (not operational) / Transfer station,Commercial / Household / Industrial,0,0,0
Highland,2019,"Caplich Quarry closed LFS, Alness",WML/N/0050108,Not operational,57.7026989041436,-4.237151956794852,PAT MUNRO (ALNESS) LTD,Landfill (not operational),Commercial,0,0,0
Aberdeen City,2019,Cairdhillock East - McIntosh Plant,WML/N/0020201,Not operational,57.151027747102766,-2.2529604435853092,MCINTOSH PLANT HIRE (ABERDEEN) LIMITED,Landfill (not operational),Commercial / Household / Industrial,0,0,0
North Lanarkshire,2019,"Hope Park Landfill Site, Kilsyth",WML/W/0020159,Not operational,55.9597490543443,-4.0512130768298675,NORTH LANARKSHIRE COUNCIL,Landfill (not operational),Commercial,0,0,0
Aberdeen City,2019,"Little Clintery Landfill, Clinterty, Aberdeen",WML/N/0020070,Not operational,57.20127831950709,-2.2772555790568987,ARJO WIGGINS FINE PAPERS LTD,Landfill (not operational),Industrial,0,0,0
North Lanarkshire,2019,"Auchinlea L/F Site, Bellside, Cleland, M/well",PPC/A/1000113,Not operational,55.809521901064926,-3.8990832134127262,NORTH LANARKSHIRE COUNCIL,Civic amenity / Landfill (not operational) / Other treatment,Commercial / Household / Inert,0,0,0
City of Edinburgh,2019,"Powderhall Waste Transfer Station, Edinburgh",WML/E/0020115,Not operational,55.96262950527504,-3.1850796825547762,THE CITY OF EDINBURGH COUNCIL,Transfer station,Commercial / Household / Industrial,0,0,0
Aberdeen City,2019,Champion Technologies,WML/N/0020008,Not operational,57.11706611803572,-2.076117508781084,CHAMPION SERVO LTD,Transfer station,Commercial / Industrial,0,0,0
Highland,2019,"Landfill 42, Dounreay, Thurso",WML/N/0050085,Not operational,58.586776295993914,-3.7333382779431314,DOUNREAY SITE RESTORATION LIMITED,Landfill (not operational),Industrial / Inert,0,0,0
Aberdeenshire,2019,"Landfill at Lumsden, Aberdeenshire",WML/N/0020061,Not operational,57.28841703228529,-2.88252405655439,SCOTTISH WATER,Landfill (not operational),Commercial,0,0,0
Aberdeenshire,2019,"Kingshill Depot, Arnhall Business Park, Westh",WML/L/1080694,Not operational,57.148631739107714,-2.2771757589713615,SCOTTISH WATER,Transfer station,Commercial / Household,0,0,0
Aberdeen City,2019," Base 3, Redmoss Business Centre, Abdn",WML/N/0020158,Not operational,57.12552491435739,-2.0828249516828583,BIFFA WASTE SERVICES LIMITED,Transfer station,Commercial / Industrial / Other special,0,0,0
Highland,2019,Scottish Water TS Fort William Area Depot,WML/N/0050340,Not operational,56.83729308768239,-5.067983231756125,SCOTTISH WATER,Transfer station,Industrial / Special asbestos,0,0,0
Argyll and Bute,2019,"Gott Bay LFS, Isle of Tiree, Argyll",WML/W/0020047,Not operational,56.513938662288545,-6.824253250436739,ARGYLL & BUTE COUNCIL,Civic amenity / Landfill (not operational) / Transfer station,Commercial / Household / Industrial,0,0,0
South Lanarkshire,2019,"Earnockmuir Farm Landfill, Hamilton",WML/W/0000139,Not operational,55.746996199622444,-4.090945909662662,MESSERS GEORGE RAEBURN,Landfill (not operational),Household,0,0,0
Fife,2019,"D&W Stewart, Lower Melville Wood TS, Ladybank",WML/E/0000283,Not operational,56.291394354563316,-3.1350426887799583,D & W STEWART (LADYBANK) LIMITED,Transfer station,Household,0,0,0
Fife,2019,"Fife Council, Pittenweem T/S, Pittenweem",WML/E/0020064,Not operational,56.22026610507372,-2.7378483522066603,FIFE COUNCIL,Transfer station,Commercial / Household / Industrial,0,0,0
Highland,2019,"Ross Car Sales, Culloden Moor, Inverness",WML/N/0050053,Not operational,57.47118614888677,-4.077319647544009,ROSS CAR SALES,Metal recycler,Commercial / Household,0,0,0
Highland,2019,"HC closed LFS,Torbreck Landfill, Lochinver",WML/N/0050047,Not operational,58.16545103671035,-5.235508145241792,THE HIGHLAND COUNCIL,Landfill (not operational),Commercial / Household / Industrial,0,0,0
South Lanarkshire,2019,"31-45 McFarlane St, Glasgow",WML/W/0000032,Not operational,55.81522878576578,-4.157899508582602,G BATES (METAL) LTD,Metal recycler,Commercial / Household / Industrial,0,0,0
Falkirk,2019,"J S McMeekin, 1 Castle Rd, Bankside Ind Est",WML/E/0000038,Not operational,56.01279637949334,-3.7742148547912886,J S MCMEEKIN,Metal recycler,Commercial / Household / Industrial,0,0,0
West Dunbartonshire,2019,"Dalreoch Quarry, Renton Road, Dumbarton",WML/W/0000015,Not operational,55.950882405028274,-4.5819693103398915,T/A DON CONSTRUCTION,Landfill (not operational),Commercial,0,0,0
Highland,2019,"HC closed LFS,  Ardachu, Brora, Sutherland",WML/N/0050044,Not operational,58.01812714099006,-3.8720994325018245,THE HIGHLAND COUNCIL,Landfill (not operational),Inert,0,0,0
East Dunbartonshire,2019,"Broomhill Landfill Site, Kirkintilloch",WML/W/0000063,Not operational,55.94734523108076,-4.139999864581062,EAST DUNBARTONSHIRE COUNCIL,Landfill (not operational),Household,0,0,0
North Lanarkshire,2019,"Westfield Recycling Centre, Cumbernauld",WML/L/1087665,Not operational,55.93194507024075,-4.0390158775990725,NORTH LANARKSHIRE COUNCIL,Civic amenity,Commercial / Household / Industrial,0,0,0
North Lanarkshire,2019,"J&S Waste Management,21B Meadow Rd,Motherwell",WML/L/1030210,Not operational,55.785242068139276,-3.9773988748860605,J & S WASTE MANAGEMENT LTD,Transfer station,Commercial,0,0,0
East Dunbartonshire,2019,"Mavis Valley Landfill, Bishopbriggs",WML/W/0000052,Not operational,55.914281358606274,-4.249712389498763,W H MALCOLM LTD,Landfill (not operational),Commercial,0,0,0
Highland,2019,PoCF - Invergordon Service Base,PPC/A/1157970,Not operational,57.686879175896124,-4.171880917854519,CROMARTY FIRTH PORT AUTHORITY,Other treatment,Industrial,0,0,0
North Ayrshire,2019,"OVERGREE LANDFILL SITE, BURNHOUSE",WML/W/0000223,Not operational,55.725244149849736,-4.567225944399497,W H MALCOLM LTD,Landfill (not operational),Commercial / Household / Industrial,0,0,0
Moray,2019,"Elfhill Landfill Site, Easterton, Elgin",WML/N/0020097,Not operational,57.58534664191368,-3.3218001570801463,SCOTTISH WATER,Landfill (not operational) / Transfer station,Commercial / Household / Industrial,0,0,0
Aberdeen City,2019,Cairdhillock Landfill,WML/N/0020003,Not operational,57.15150691665896,-2.255906121295555,MCINTOSH PLANT HIRE (ABERDEEN) LIMITED,Landfill (not operational),Industrial,0,0,0
Stirling,2019,"Forsyths ELV, Easterton Yard, Dunipace",WML/E/0020157,Not operational,56.056939936488895,-3.917926538787267,FORSYTH OF DENNY LTD,Metal recycler,Commercial / Household,0,0,0
Aberdeenshire,2019,"Pitnacalder Quarry, New Aberdour, Fraserburgh",WML/N/0020117,Not operational,57.65295147315639,-2.213274973744752,KIRKMYRES SAND & GRAVEL LIMITED,Landfill (not operational),Industrial,0,0,0
Orkney Islands,2019,"OIC Gallow Tuag Quarry LFS,South Walls,Orkney",WML/N/0050009,Not operational,58.78918224849111,-3.202688572610742,ORKNEY ISLANDS COUNCIL,Landfill (not operational),Commercial,0,0,0
Midlothian,2019,"Yard No. 7, The Clippens, Loanhead",WML/E/0020217,Not operational,55.88405218856013,-3.168965757418537,JAMES M CUNNINGHAM T/A BEAVER WASTE MGMT,Transfer station,Commercial / Household / Industrial,0,0,0
Argyll and Bute,2019,"OFD Fuel Depot, Loch Striven, Argyll",PPC/A/1137940,Not operational,55.896630351514,-5.044121906143262,THE OIL AND PIPELINES AGENCY,Other treatment,Other special,0,0,0
Moray,2019,"Moray Council,Kirkhill L/F,Calcots Rd,Elgin",WML/N/0020095,Not operational,57.65344711306291,-3.2800131315756635,MORAY COUNCIL,Landfill (not operational) / Transfer station,Commercial / Household / Industrial,0,0,0
West Lothian,2019,"Lothian Autoparts, Livingston",WML/L/1183358,Not operational,55.892039327127655,-3.527023559468336,LOTHIAN AUTOPARTS,Metal recycler,Other special,0,0,0
Glasgow City,2019,"Breval, 37 Watt Rd, Hillington Ind Est",WML/W/0020104,Not operational,55.855470695258546,-4.364680557222036,FACILITIES SERVICES GROUP LTD,Transfer station,Special asbestos,0,0,0
Glasgow City,2019,"96 Lochburn Road, Glasgow",WML/W/0000040,Not operational,55.891730350815614,-4.28575621405815,DAVID DANIELS,Metal recycler,Commercial,0,0,0
Aberdeenshire,2019,"Bruce Plant Ltd, Cairnrobin, Aberdeen",WML/N/0020186,Not operational,57.08115745574407,-2.1108898834892087,BRUCE PLANT LTD,Transfer station,Industrial / Inert,0,0,0
Fife,2019,"Ramornie Sand Pit Landfill, Ladybank",WML/E/0000289,Not operational,56.27710980738301,-3.107903446734555,ANGLE PARK SAND & GRAVEL COMPANY LIMITED,Landfill (not operational),Industrial / Inert,0,0,0
Fife,2019,"Fife Council, Kirkcaldy CA, Kirkcaldy",WML/E/0020093,Not operational,56.12580788918325,-3.1505136208904507,FIFE COUNCIL,Civic amenity,Commercial / Household / Industrial,0,0,0
Inverclyde,2019,Dales Marine Services (Greenock) Ltd,WML/L/1178417,Not operational,55.945835108716125,-4.73013395126538,DALES MARINE SERVICES (GREENOCK) LIMITED,Metal recycler,Industrial,0,0,0
Aberdeenshire,2019,"Inverboyndie Transfer Station, Inverboyndie",WML/L/1115080,Not operational,57.66793449292925,-2.562455232233666,ABERDEENSHIRE COUNCIL,Transfer station,Household,0,0,0
Dundee City,2019,"Marchbanks CA/Reclam Site,Harefield Rd,Dundee",WML/E/0120048,Not operational,56.47445756989186,-2.9998474291628643,DUNDEE CITY COUNCIL,Civic amenity,Household,0,0,0
Fife,2019,"Murray Mentiplay TS, Rhynd House, Dunfermline",WML/E/0220269,Not operational,56.10457891333983,-3.5380175525914903,RONALD MENTIPLAY,Transfer station,Commercial / Household / Industrial / Inert,0,0,0
Glasgow City,2019,"Eurosec Environmental,215 Strathclyde St,Glas",WML/L/1031027,Not operational,55.838381923567546,-4.216078674636574,EUROSEC ENVIRONMENTAL LIMITED,Transfer station,Commercial,0,0,0
Scottish Borders,2019,"Crowbyres Yard, Liddesdale Road, Hawick",WML/E/0220088,Not operational,55.41180803352132,-2.783667923102365,SHANE DUNCAN CLARK,Metal recycler,Commercial / Household / Industrial,0,0,0
South Ayrshire,2019,"Tarbolton Moss Landfill Site, South Ayrshire",PPC/A/1000105,Not operational,55.529381347324865,-4.486105805736647,TARBOLTON LANDFILL LIMITED,Landfill,Commercial / Household / Industrial / Inert,0,0,0
Stirling,2019,"Powiswood Road Pet Cemetry, Plean",WML/E/0000106,Not operational,56.061813304674125,-3.8476941258592454,AMANDA KELLY PETS ROYALE,Pet cemetery,Household,0,0,0
East Ayrshire,2019,"RM Easdale TS, Irvine Rd Ind Est, Kilmarnock",WML/W/0220081,Not operational,55.609795246511176,-4.52726001615719,R M EASDALE & CO LTD,Metal recycler,Commercial / Household / Industrial,0,0,0
Highland,2019,"Conon Bridge WwTP, Corntown, Conon Bridge",WML/N/0220012,Not operational,57.57288770580455,-4.424329673502542,SCOTTISH WATER,Anaerobic digestion,Commercial / Household / Industrial,0,0,0
Renfrewshire,2019,"87-101 Abercorn Street, Paisley",WML/W/0020153,Not operational,55.85272187698208,-4.42050717756314,FRIEL WASTE DISPOSAL LTD,Transfer station,Commercial / Industrial,0,0,0
North Lanarkshire,2019,"Secure Containmt Facility LF, Ravenscraig",WML/W/0000024,Not operational,55.79777017079262,-3.9628919026116165,TATA STEEL UK LIMITED,Landfill (not operational),Industrial,0,0,0
Highland,2019,"32 Longman Drive, Inverness",WML/N/0050381,Not operational,57.49089819630587,-4.231137676805044,R FINNIE SKIP HIRE,Metal recycler,Other special,0,0,0
Glasgow City,2019,"South Clyde Energy Centre, North Cardonald",PPC/A/1168354,Not operational,55.86116037804035,-4.352031962356941,FORTUM GLASGOW LIMITED,Incineration,Commercial / Household / Industrial,0,0,0
Aberdeenshire,2019,"Balquhindachy Farm Landfill Site,Turriff",WML/N/0020089,Not operational,57.524861031918135,-2.4027113795088324,KIRKMYRES SAND & GRAVEL LIMITED,Landfill (not operational),Commercial / Household / Industrial,0,0,0
Aberdeen City,2019,"Panda Rosa Metals, Powis Lane, Aberdeen",WML/N/0020052,Not operational,57.156512248042624,-2.105229675250975,PANDA ROSA METALS,Metal recycler,Commercial / Household / Industrial / Other special,0,0,0
South Lanarkshire,2019,"Clydebridge Wks LF,Ballochmill Rd,Glsgw",WML/W/0000107,Not operational,55.83274943599598,-4.183736528521426,LIBERTY STEEL CLYDEBRIDGE LIMITED,Landfill (not operational),Commercial,0,0,0
Fife,2019,"Buckhaven Auto Salvage ELV,Muiredge,Buckhaven",WML/E/0220147,Not operational,56.17272522722282,-3.0388508262443006,BUCKHAVEN AUTO SALVAGE,Metal recycler,Commercial,0,0,0
Aberdeenshire,2019,Banchory Contractors Ltd - South Hirn Site 1,WML/N/0020179,Not operational,57.088279802071405,-2.4341903951075734,BANCHORY CONTRACTORS LTD,Landfill (not operational),Industrial,0,0,0
Highland,2019,"HC Stoneyfield LFS, Newmore, Invergordon",WML/N/0050003,Not operational,57.712032463885876,-4.206615315690003,THE HIGHLAND COUNCIL,Landfill (not operational),Commercial / Household / Industrial,0,0,0
West Lothian,2019,"Wiiliam Tracey Ltd, 5 Drovers Road, Broxburn",WML/L/1079125,Not operational,55.93823528209177,-3.4563065533336776,ENVA SCOTLAND LIMITED,Transfer station,Commercial / Industrial,0,0,0
Glasgow City,2019,"Guinea Enviro Ltd, 255 Lochburn Road, Glasgow",WML/L/1115168,Not operational,55.893463716214555,-4.2737010517720595,GUINEA ENVIRO LIMITED,Other treatment / Transfer station,Commercial / Household / Industrial,0,0,0
South Lanarkshire,2019,"Print Cloths Ltd,33-41Carron Pl,East Kilbride",WML/L/1085103,Not operational,55.74598311566889,-4.168049750874183,PRINT CLOTHS LTD,Transfer station,Commercial / Industrial / Other special,0,0,0
Argyll and Bute,2019,"Torosay Sandpit, Craignure, Isle of Mull",WML/L/1085766,Not operational,56.44781385909997,-5.690230054123123,TSL CONTRACTORS LIMITED,Other treatment,Industrial,0,0,0
Dumfries and Galloway,2019,"Corsehill Landfill Site, Annan",WML/W/0020008,Not operational,55.01736461137138,-3.2420501283729455,DUMFRIES & GALLOWAY COUNCIL,Landfill (not operational),Inert,0,0,0
Aberdeenshire,2019,"Millmoss Landfill Site, Turrif",WML/N/0020036,Not operational,57.532766698757705,-2.453056911955127,ABERDEENSHIRE COUNCIL,Landfill (not operational),Commercial,0,0,0
North Ayrshire,2019,"Giffenmill Quarry, by Beith",WML/W/0020002,Not operational,55.72548666746105,-4.5911986067238155,WILLIAM TRACY LTD,Landfill (not operational),Commercial / Household / Industrial,0,0,0
Midlothian,2019,"5B Clippens Yard, Straiton Road, Loanhead",WML/E/0020169,Not operational,55.88463037748368,-3.1658013055172245,J A KERINS T/A KWIK SKIPS,Transfer station,Commercial / Household / Industrial,0,0,0
